urls,channel_name,author,text,time,votes,sentiment,polarity,photo
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Azzahra Tsalatsani,"Klo sakit mah iyaa, tpii tu sakit cuma skitr beberapa hari doang si",1 tahun yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu_hTpZxshCOPwY_MMrjSUqbnaQit3HA6lwssw=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Ahmad Choifin,Kk aku juga mau pasang kawat gigi besok tapii ini aku pakay akun ayh ku 🙏,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu9ETV7dk5utuGKPVD-5FAT9vmAw0Y2ojgyNQBvpRg=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Apple green,gk,7 bulan yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-FlY6Nw3xVqhjOv0H8ccUKAbIUAXNlO9O1qKos=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Apple green,cabut gigi gk sakit .sakit pas awal dibehel itu gk bs ngunyah,7 bulan yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu-FlY6Nw3xVqhjOv0H8ccUKAbIUAXNlO9O1qKos=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Apple green,klo takut ya gk usah .klo mau rapi ya hilangkan lawan rasa takutmu,7 bulan yang lalu,0,negative,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-FlY6Nw3xVqhjOv0H8ccUKAbIUAXNlO9O1qKos=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Muhajir,Mesti cabut gigi dlu ya sebelum pasang behel ya?,1 tahun yang lalu,0,negative,99.94%,https://yt3.ggpht.com/BMySiXcMsJCydvStpVNaWnDH83wyriLV6XzW3J0wDoab0ZRoOjpMd01e_gep2aCU4fqdSFUHYhA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,{_Trisya_},Kek takut soalnya  aku kira itu sakit tapi nggak tau juga sakit atau nggak,1 tahun yang lalu,0,negative,99.96%,https://yt3.ggpht.com/kmTK41Vn_0JENKj8yAmTpYRA_dyAMyRQmmZrdA7yPJ5hVl_U6Nj2jRTC5Xfg4YOSTdNmr7LT2Q=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Alfardhan Nizam Wahyudi,Mantap dech pasang behel di dokter aman...,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu-U0jjszg1lEXu0-TjZfLUgIMfVuV9G5ghyHO_r=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Betrands Manik,Kalau giginya lurus kk bolehngak,1 tahun yang lalu,0,positive,99.96%,https://yt3.ggpht.com/ytc/AMLnZu_HlNqQKI0q4q8N3sHA0HIZG2vYTF-hcesNcYA0=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,MR. CRAB,Kalo behel harganya 4jt rahang bawahnya aja amann gak siih?,1 tahun yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu80zqvYcSSiwc79L6OXbkaFA6jfhm6BI659Nw=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Muhammad Fihki,Pasang behel apa di suntik?,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu889IX0dn6_CNV-_5D9OvcYY6xYpksS8cyvlQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Amel Lia,Sakit ngak ni,1 tahun yang lalu,0,negative,99.93%,https://yt3.ggpht.com/ytc/AMLnZu-VgKRYMzAZGvWtYRa_OrzVCNVkH983r2kHMQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Mutiara Dlpnga,Sakit ngak kk?,1 tahun yang lalu,0,negative,99.95%,https://yt3.ggpht.com/ytc/AMLnZu9wNEQ68cnMVrwkZSTwaXR3AGtu-5rCUIynnA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,yasita rini,Kalau gigi underbite itu harus di behel ?,1 tahun yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-027JcCgUI7qv3UNUMmHcbKb4XEVvMY7UG7w=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Anggita Suwito,"Pegel ga si pas nyelangap mulu, gw cuma takut ngilu udh gitu mulut pegel",1 tahun yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ZEnn7sBXFyw759GtMMqQDrP63riGY9w16SA3Hla_QSG5ba8fO-Ipc3YkcVDtkVkjg3n0EshH=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Juwita Lutfia,Gimana ya rasanya,1 tahun yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-i0ONqAnYPhVrmR1RjCiyCtdBUgemR6I4naQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,arun chanel,Brp biaya paling murah untuk pasang behel di dokter,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu8FgXSr02nSJwfhfWS8W2xN392VGNQtPnaXBg=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,05. Adymas Setiawan,Kak mau tanya kalau pasang behel gigi itu perlu disuntik ngga kak🙏🏻🙏🏻,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu_X17mx5iNmSRvnJU7X6NwFjCFB4q3grKLq5Yg9GQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Nur Isnaini,Ginama ya kalo kerasain,1 tahun yang lalu,0,neutral,99.66%,https://yt3.ggpht.com/ytc/AMLnZu8RL0GSAt3PlR2rtzAeLYTsJ0QCB4G8eLYjBA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,melisa zefany,Aku pengen pasang behel Krn  sering di-bully,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu_rQ8ryLWhK1oJ_vxk1KOqNHxmnuvxOOM0tOw=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,syifaajh10 160872,Duh jadi ragu ni mau masang,1 tahun yang lalu,0,negative,99.61%,https://yt3.ggpht.com/ytc/AMLnZu9JYMcrlfLx19HLN3Jpefc9GP2eYzzmmSyW6w=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Dhea channel,Kk pas di bersihin gigi nya rasa sakit gitu kk,1 tahun yang lalu,0,negative,99.76%,https://yt3.ggpht.com/ytc/AMLnZu8lcyTqVnFQeF1BhYhmdF-WdKp2yaqYAcjSig=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Official Amell,Kak itu sakit gk,1 tahun yang lalu,0,negative,99.95%,https://yt3.ggpht.com/ytc/AMLnZu-1zL7qDcCp4ce6aYoVQlmCYQxwZro0jbp1mzG1=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Dila Despitasari,Sakit itu ya kak,1 tahun yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu_SliFx1Yt1Ei9d1tPzuxKp3YpEwirGT4CIxw=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,LAURA XY,Ia ga Sakit ngilu nya ituloh,1 tahun yang lalu,0,negative,99.93%,https://yt3.ggpht.com/ytc/AMLnZu85oMRyhG95znaQIDYpZ6udDJ_I66IrIvrv8tHs_A=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Apple green,tergantung kasus giginya ka .,1 tahun yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu-FlY6Nw3xVqhjOv0H8ccUKAbIUAXNlO9O1qKos=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Apple green,kalau pasang behel itu di Drg Sp Ortho yg memang ahli dibidangnya dijamin aman dan proses jg cepat .,1 tahun yang lalu,0,neutral,99.76%,https://yt3.ggpht.com/ytc/AMLnZu-FlY6Nw3xVqhjOv0H8ccUKAbIUAXNlO9O1qKos=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Apple green,gk .,1 tahun yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-FlY6Nw3xVqhjOv0H8ccUKAbIUAXNlO9O1qKos=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Apple green,kalau mau pasang behel itu ke Drg Sp Ortho yg memang ahli dibidangnya. harga behel standard mulai 7jt - 12jt . tergantung dokternya . beda dokter beda price nya .,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu-FlY6Nw3xVqhjOv0H8ccUKAbIUAXNlO9O1qKos=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,Apple green,gk,1 tahun yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-FlY6Nw3xVqhjOv0H8ccUKAbIUAXNlO9O1qKos=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,putriayu official,Semangat terus ya kak,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/OZzDfrV_HeZO8ovxjt0N7TGZHuW5S_XxsxtY3k4c9OhdsZ7rRibCbjPUcn8N9Ig-Zofc6eny2cc=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/zfpJ4BKYyPM,OZA KIOZA,adenredendha rizkyputra,"Yg mau pasang behel/priksa gigi takut gak usah takut kalian ke dr Gigi dan saat priksa kalian pejamkan mata kslianr, Kalian bayangin lagi ketemuan seruh seruhan sama Artis idola kalian. Kalau bayangin gitu pasti gak terasa",1 tahun yang lalu,1,neutral,96.61%,https://yt3.ggpht.com/ytc/AMLnZu-JoTPcp0hk4zEf4Um78sJLuC-cZPlUVtbjQVN7=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Bubud Adella,Sebelumnya setelah pasang behel gak pakai retainer? Kok balik lagi?,3 minggu yang lalu,0,positive,99.98%,https://yt3.ggpht.com/E87t1qAV_ofr79PAiINU48skUKiebGD9mVjWe7qAK_LjQuayCW0HBJBBPuaj7M0_FwzLJWD-obU=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Yulia ayu lestari,"Pengen banget masang behel niat ngerapiin gigi 😭😭soalnya gigi aku kedepann 😭jaman sekarang mau nnya doang orang ngeliat fisik dulu,kalau ga cantik nnya pun ga d jawab yg ada d sinisin 😭😭mana atas bawah kedepan 😭kalau lagi baring giginya keliatan jelek banget 😭😭😭mau ngomong aja ga pede",4 minggu yang lalu (diedit),0,neutral,95.57%,https://yt3.ggpht.com/DiIjrrPGpYf3m-F5a1Cp7dCqIcz3Ukx8OkkUnH_4bqwQJHK8QRSnjbCXYGaAVS1yjg_P3kWng4s=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Radinda,Kontrol behel skli sebulan bayar berapa?,2 bulan yang lalu,0,negative,99.51%,https://yt3.ggpht.com/ytc/AMLnZu-O_vNRm8rGqWJ-ML_ctCbKb-ExplspBUWHwOBLi8RUeFSOcRqN_8N2fT-XnE60=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Akhmad Syafi Mukhtar,"Gak kebayang sakitnya pasang behel awal awal, pengalaman sendiri aku kak😖",5 bulan yang lalu,0,neutral,99.90%,https://yt3.ggpht.com/ytc/AMLnZu-JG9yxLTrein5dTRZUlT9Lq82nJ2nTpBhyLAq6=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Lilian Mahya,Alhmdlh di yg aku rasain enggak separah kk sih . awalnya pending2 trs mau pake behel krna tkt liat review YouTuber ada yg ngeri ada juga yg enggak . stlh berfikir panjang dgn bnyk keraguan akhirnya brni pasang juga dn gk separah ini . sakit sih enggak cuman ngilu . lama2 makin PD buat senyum.  biaya juga mahal di dokter professional tpi y enggak se ngeri yg di review ini .,6 bulan yang lalu,0,negative,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-HlosILvj2gkUPVZ8K7v48kNAOWxZGEq6F2QNd=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Novi Julia12,Kalo pasangnya bawah dulu bisa gk kak ya,6 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu85mIgrMIxTSHv9DPaKvImG2xqfXYPSAZ8imx_Z=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Arpidanu Prasetiyo,Tempat pemasangan behelnya dimna ka,6 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu8mOskbYWdkIMU5rX2tvkMehUac8mwHbJkRaaQJjA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Adellya Anggita Kinasih,Cabut gigi ny sesudah atau sebelum pasang behel kak?,8 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu-GpiL0DX6_0L6agTaOxuvaeqLO1TLO17XIw9Fn6g=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Acia Wong,Beearti sisa 24 gigi dong yah kak?,9 bulan yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu8Vch1qV8hvJIn15HvL1d2XXzF4MBZ8gsJcRvyKhA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Remanti Sihite,"Ya benar ka, beruntung lah yang punya gigi rapi dan tidak tonggos. Memakai behel  luar biasa sakit",10 bulan yang lalu,0,negative,99.94%,https://yt3.ggpht.com/ytc/AMLnZu-Ci58LyqUVUOx6ktv_FCuz4UgahbTlaf9y=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Remanti Sihite,Berapa bulan gigi taringnya merapat kakak?,10 bulan yang lalu,0,negative,99.95%,https://yt3.ggpht.com/ytc/AMLnZu-Ci58LyqUVUOx6ktv_FCuz4UgahbTlaf9y=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,zakiah priska,Kak pasangnya k dokter gigi atau spesialis ortodentis?,10 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu_Un_R8LPCbrz_vdIyP2salMY9f2EMuLuzRpg=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Weni Sarbaini,Sakit bnget 😩 sminggu ga bsa ngunyah 😩,10 bulan yang lalu,0,negative,99.94%,https://yt3.ggpht.com/ytc/AMLnZu9eNhCH6vWFWagTrV5O-DHRMl7cY7w-yPpeYP-s1Q=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Asita Anjali,Kk Itu masangnya apa harus ke dokter spesialis atau dokter Gigi biasa bisa? please dijawab🙏,11 bulan yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu-odwXNLcyrA2q4xxg7M3NRrjlcf3y8GsSNZDSdFVQ3WM9nNSxdsK6maxAapzwa=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,David SiManullang,Saya pake behel cuma 2 jt aja kak dibatam,11 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/7KCAa79BLHBa0wR97HG66lMq2ad8_qqf6chiTIsZEuAOqA8AlRezqK7BSEklF6J-hZvT0qVUrQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,riski suci,Netijen emang jahannam ya ka😂,1 tahun yang lalu,0,negative,99.96%,https://yt3.ggpht.com/m65nsq9-X1SR1BGbGXT_5Hb8XZm8L_-nx8LrgBMyiPa-FF9s6MLflrjZk2dyz600wOQ2a3KqZ_s=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,hendra wati wati,👍👍,1 tahun yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/ytc/AMLnZu85TCOkN9xk3raKcSioBrfaLzkY39sxbWvk=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Nur Halizah,Kalo aku..awal pasang behel rongsen 330rb..cetak gigi 150..pasang behel 6jt tanpa scaling..terus kontrolnya atau ganti karet 1 bulan sekali 300rb..kalo untuk breket hilang itu 75rb..kalo copot tapi ga ilang si gratis karna bakal dipasang lagi..,1 tahun yang lalu,0,positive,99.72%,https://yt3.ggpht.com/ytc/AMLnZu9LjIK7Rok3VMKiJZdqq2uRUeamG4o4UntChw=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,jeeva athalla channel,Dulu gigiku gingsul ... dokternya bilang harus ada yg di cabut   di cabut lah 1gigi kanan atas ... ehhh setelah rapih udh bisa di lepas behelnya dikternya nyaranin hrus dibuatin gigi palsu 1 .. karena ada yg jarang di belakang .... dalam hatiku trus dlu di cabut fungsinya untuk apa klo ujung2nya hrus dibuatin gigi palsu ... 😪😪😭😭😭,1 tahun yang lalu,0,negative,99.96%,https://yt3.ggpht.com/LXtJF2zyOCAPCL2uiu7r8lMeHPyInGR63t2QlFFhF44HHD7niGvvRgnch7mtZhGSFh5I-MCB=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Elsa Sari Parirak,"aku jg masang
trus nyabut 4 gigi,tp yg dicabut baru 2
sakitnya gada obatt",1 tahun yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu8lrvWAo0u-MfvkS5vWVVjr5fa1SM0Jbhd9ww8z=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Nandya Cahya,nah iyakaannnnn :(((,5 bulan yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/gSTF87Yu7HHPVw1WMzePGs4I2EIjg44-kPwgXt7FQHwxrw2p9rUEz2uBTJNxFTVx924xQqT0=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Nandya Cahya,Wah good for u dear ^^,6 bulan yang lalu,0,neutral,71.57%,https://yt3.ggpht.com/gSTF87Yu7HHPVw1WMzePGs4I2EIjg44-kPwgXt7FQHwxrw2p9rUEz2uBTJNxFTVx924xQqT0=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Nandya Cahya,"Wah kurang tau beb,  langsung konsul dulu aja sama dokter ya ^^",6 bulan yang lalu,0,positive,99.96%,https://yt3.ggpht.com/gSTF87Yu7HHPVw1WMzePGs4I2EIjg44-kPwgXt7FQHwxrw2p9rUEz2uBTJNxFTVx924xQqT0=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Nandya Cahya,kudu makan yang lembut2 dulu yakannn :(,10 bulan yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/gSTF87Yu7HHPVw1WMzePGs4I2EIjg44-kPwgXt7FQHwxrw2p9rUEz2uBTJNxFTVx924xQqT0=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Weni Sarbaini, @Nandya Cahya  bner kak.. Smpe skrg msih mkan bubur .. sakit..ngilu juga ..tp Alhamdulillah..udh brkurang sakit nya🥰🥰🥰🥰,10 bulan yang lalu,0,negative,99.42%,https://yt3.ggpht.com/ytc/AMLnZu9eNhCH6vWFWagTrV5O-DHRMl7cY7w-yPpeYP-s1Q=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,David SiManullang,Tapi malah bagus kok gigi saya kak,11 bulan yang lalu,0,positive,99.98%,https://yt3.ggpht.com/7KCAa79BLHBa0wR97HG66lMq2ad8_qqf6chiTIsZEuAOqA8AlRezqK7BSEklF6J-hZvT0qVUrQ=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Nandya Cahya,Thank you fr sharing dear 💓💓,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/gSTF87Yu7HHPVw1WMzePGs4I2EIjg44-kPwgXt7FQHwxrw2p9rUEz2uBTJNxFTVx924xQqT0=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Nandya Cahya,waduwww kok jadi pake gigi palsu juga. terus gimana beb? jadi dibuatin??,1 tahun yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/gSTF87Yu7HHPVw1WMzePGs4I2EIjg44-kPwgXt7FQHwxrw2p9rUEz2uBTJNxFTVx924xQqT0=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,jeeva athalla channel," @Nandya Cahya  belum , coba ditarik lagi katanya ... klo gk bisa pake gigi palsu ... trus gue jadi mikir tau gitu gue gak pasang behel klo harus di tambah gigi palsu .. heran kan haha",1 tahun yang lalu,0,positive,99.96%,https://yt3.ggpht.com/LXtJF2zyOCAPCL2uiu7r8lMeHPyInGR63t2QlFFhF44HHD7niGvvRgnch7mtZhGSFh5I-MCB=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Nandya Cahya,ya kannnn :(((,1 tahun yang lalu,0,neutral,99.97%,https://yt3.ggpht.com/gSTF87Yu7HHPVw1WMzePGs4I2EIjg44-kPwgXt7FQHwxrw2p9rUEz2uBTJNxFTVx924xQqT0=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Apple green,gw cabut gigi gk sakit samsek .. masya Allah,1 tahun yang lalu,0,negative,99.95%,https://yt3.ggpht.com/ytc/AMLnZu-FlY6Nw3xVqhjOv0H8ccUKAbIUAXNlO9O1qKos=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Adinda Aletheia,"Hay, capek ya? Sama kok aku juga",1 tahun yang lalu,0,negative,99.94%,https://yt3.ggpht.com/ytc/AMLnZu8A1Lu_SovK0ZGf_3XEY8eaPMJ5as351AtaexYl=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Tasya Holly,Q ini baru amu perawatan pasang behel treatmen keramik,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu9IV_3nQjez8Ury4ODI98nmz6Qa81a-xP4AIg=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Isnani Marwa,Aku kmrn cabut 2 gak sakit sama sekali,1 tahun yang lalu,0,negative,99.95%,https://yt3.ggpht.com/ytc/AMLnZu93eztabbyazLDrxP5cNesMeBkPUUJar2qoT5Kq0g=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Nunik Salsabilla,"Semangat kakak!! Aku juga baru sebulan lalu pasang behel untuk permulaan, Dan hari minggu kmrin kontrol + cabut 2 gigi atas, tersiksa bgt gk bisa makan 😭 rasa nya ompong nyiksa bgt, abaikan aja apa kata orang, mereka gk tau yg kita rasain 😥",1 tahun yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu8Ymjwo9P9jexJtbXkq7FyXaBzN5vZjxlsKsudW=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,one sukowati,Kaka pasang dimana,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu-HdIHSiTnn5sWX5MgQwwkgEHQAoWDMlChkaqqb=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Savana,kakak pasang behel dimana?,1 tahun yang lalu,0,positive,99.98%,https://yt3.ggpht.com/ytc/AMLnZu_Cj8y1g7PR1PVpabbG_V7wVkpRXXKOhRNgtpJh=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Febiantika,Alhamdulillah gigi gua g dicabut pas pasang behel👁👄👁,1 tahun yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu96u9bw6iWzIWEE5FsTOeyM1V71y1fgai6PYmextg=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Milda Oktavia,Kok murah sih ini dmn? Huhu,1 tahun yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu_wl4L9mzDOPrEkedue9poRzC1DtD1DK_j8-PCbuA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Nur Zaen25,Pernah ga ka slm pake behell giginyaa ad bbrp yg goyang pas karetny di lepas,1 tahun yang lalu,0,negative,99.95%,https://yt3.ggpht.com/ytc/AMLnZu_s5TBxHPgF52ruzlyVGosEjPLHXcbF5HJsP0Pi=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Nur Zaen25,"Ka selepass behel di copott gigiinya pd goyang g yah ka,  ko aku lepass pd goyangg",1 tahun yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu_s5TBxHPgF52ruzlyVGosEjPLHXcbF5HJsP0Pi=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Ainur Rohma,Kak cabut gigi itu sakit tak..?? Dan itu bahaya buat mata tak..?,1 tahun yang lalu,0,negative,99.96%,https://yt3.ggpht.com/ytc/AMLnZu920Db-K9whRJPko81yBN5qRFbxzsfoVD5DQA=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Fahmi umar,Itu pas cabut giginya? Posisi udh pasang behel atau belum ka?,1 tahun yang lalu,0,positive,99.97%,https://yt3.ggpht.com/ytc/AMLnZu_vFVKi_BwQWh-YnHFPyj-sn-W_1vr3BDCfrjoV5Q=s176-c-k-c0x00ffffff-no-rj
https://youtu.be/TOa-cs4XvF4,Nandya Cahya,Atin channel Atin,nonton dan tanya2 teman itu ternyata.sakit gak jadilah pasang behel nya,1 tahun yang lalu,0,neutral,99.89%,https://yt3.ggpht.com/ytc/AMLnZu-sBnDQJtfwllKEeC19UL7tojcLWGp7n1WPVw=s176-c-k-c0x00ffffff-no-rj
